ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
STRG.793.3_ORF_2	1422	-	1	588	247	342	1.1621	0.164162169332561	2.22044604925031e-16
STRG.793.3_ORF_3	1422	-	3	1186	896	291	0.8354	-0.0920537291985985	2.22044604925031e-16
STRG.793.3_ORF_4	1422	+	1	1042	1275	234	0.5929	-0.0969566067298396	2.22044604925031e-16
STRG.793.3_ORF_5	1422	+	2	875	1093	219	1.03	0.590178576588852	2.22044604925031e-16
STRG.821.2_ORF_1	4152	+	3	15	4028	4014	1.0536	0.378484860093944	1
STRG.821.2_ORF_2	4152	-	3	3187	2840	348	1.0661	0.175180671295066	2.22044604925031e-16
STRG.821.2_ORF_3	4152	+	1	418	723	306	1.0552	0.0553063073154672	2.22044604925031e-16
STRG.821.2_ORF_4	4152	+	1	3193	3429	237	1.0266	0.0894923303187758	2.22044604925031e-16
STRG.821.2_ORF_5	4152	+	1	922	1116	195	0.9447	0.0630712636466597	2.22044604925031e-16
STRG.821.6_ORF_1	4127	+	3	15	3539	3525	1.0476	0.370049245184531	2.46849555995212e-13
STRG.821.6_ORF_2	4127	+	2	3563	4003	441	1.0774	0.442197918168692	2.22044604925031e-16
STRG.821.6_ORF_3	4127	-	2	3187	2840	348	1.0661	0.175180671295066	2.22044604925031e-16
STRG.821.6_ORF_4	4127	+	1	418	723	306	1.0552	0.0553063073154672	2.22044604925031e-16
STRG.821.6_ORF_5	4127	+	1	3193	3429	237	1.0266	0.0894923303187758	2.22044604925031e-16
STRG.838.1_ORF_1	2799	+	1	10	2238	2229	1.0575	0.403115481318895	2.22044604925031e-16
STRG.838.1_ORF_2	2799	+	2	965	1225	261	1.113	0.101529828370456	2.22044604925031e-16
STRG.838.1_ORF_3	2799	-	1	1593	1342	252	0.8778	0.0295562217216985	2.22044604925031e-16
STRG.838.1_ORF_4	2799	-	3	337	113	225	0.9617	0.0646282914767124	2.22044604925031e-16
STRG.838.1_ORF_5	2799	+	2	191	412	222	1.182	0.141247691158668	2.22044604925031e-16
STRG.845.2_ORF_1	2381	+	1	16	2091	2076	0.9319	0.353489245695003	2.91959673764509e-05
STRG.845.2_ORF_2	2381	-	1	1661	1233	429	0.7829	0.166741789691112	2.22044604925031e-16
STRG.845.2_ORF_3	2381	+	2	227	505	279	1.249	0.0943738454035498	2.22044604925031e-16
STRG.845.2_ORF_4	2381	+	2	1715	1900	186	1.1106	0.229458666814531	2.22044604925031e-16
STRG.845.2_ORF_5	2381	-	2	1834	1658	177	0.8165	0.171466409953798	2.22044604925031e-16
STRG.846.2_ORF_1	695	+	1	94	558	465	0.9291	0.381711511643384	7.96519269217204e-10
STRG.846.2_ORF_2	695	-	2	424	296	129	1.1806	0.11520107409429	2.22044604925031e-16
STRG.594.1_ORF_1	1895	-	1	1871	1410	462	1.1649	0.21430619287508	2.22044604925031e-16
STRG.594.1_ORF_2	1895	+	1	1045	1269	225	0.691	0.0375079743265985	2.22044604925031e-16
STRG.594.1_ORF_3	1895	-	2	415	227	189	0.5909	-0.216130411389302	2.22044604925031e-16
STRG.594.1_ORF_4	1895	+	2	1493	1666	174	1.2021	0.27066257835426	2.22044604925031e-16
STRG.594.1_ORF_5	1895	+	2	317	466	150	0.814	-0.531605529598554	2.22044604925031e-16
STRG.594.2_ORF_1	1942	-	1	1918	1457	462	1.1649	0.21430619287508	2.22044604925031e-16
STRG.594.2_ORF_2	1942	+	2	1034	1363	330	0.3977	-0.0634361390226965	2.22044604925031e-16
STRG.594.2_ORF_3	1942	-	1	415	227	189	0.5909	-0.216130411389302	2.22044604925031e-16
STRG.594.2_ORF_4	1942	+	1	1540	1713	174	1.2021	0.27066257835426	2.22044604925031e-16
STRG.594.2_ORF_5	1942	+	2	317	466	150	0.814	-0.531605529598554	2.22044604925031e-16
STRG.595.1_ORF_1	2369	+	1	142	759	618	1.051	0.187032180871297	2.22044604925031e-16
STRG.595.1_ORF_2	2369	-	3	1536	1291	246	0.7572	0.0700629899698788	2.22044604925031e-16
STRG.595.1_ORF_3	2369	+	3	30	245	216	0.7679	0.370866572893171	2.22044604925031e-16
STRG.595.1_ORF_4	2369	+	2	1955	2143	189	0.5909	-0.216130411389302	2.22044604925031e-16
STRG.595.1_ORF_5	2369	-	2	676	503	174	1.2021	0.27066257835426	2.22044604925031e-16
STRG.632.2_ORF_1	1769	+	3	3	1460	1458	0.7096	0.226946130064235	2.11380995763575e-09
STRG.632.2_ORF_2	1769	-	1	725	438	288	0.638	0.0603843470892805	2.22044604925031e-16
STRG.632.2_ORF_3	1769	+	1	934	1206	273	0.9201	0.0932407019101162	2.22044604925031e-16
STRG.632.2_ORF_4	1769	-	3	255	13	243	0.7351	-0.0759483552036436	2.22044604925031e-16
STRG.632.2_ORF_5	1769	-	1	935	753	183	0.6472	0.0349519156158743	2.22044604925031e-16
STRG.636.1_ORF_1	2958	+	3	96	2510	2415	0.9433	0.29888116708821	2.22044604925031e-16
STRG.636.1_ORF_2	2958	-	1	1293	967	327	0.9644	-0.0332378382416276	2.22044604925031e-16
STRG.636.1_ORF_3	2958	-	1	309	37	273	1.1123	0.0941938006005932	2.22044604925031e-16
STRG.636.1_ORF_4	2958	+	1	412	636	225	1.0654	-0.130405873000899	2.22044604925031e-16
STRG.636.1_ORF_5	2958	-	1	2526	2353	174	0.9686	0.0696536653863158	2.22044604925031e-16
STRG.636.3_ORF_1	3012	+	3	96	1988	1893	0.9495	0.324229592980003	2.22044604925031e-16
STRG.636.3_ORF_2	3012	+	3	2046	2564	519	0.8725	0.16863753384479	2.22044604925031e-16
STRG.636.3_ORF_3	3012	-	1	1293	967	327	0.9644	-0.0332378382416276	2.22044604925031e-16
STRG.636.3_ORF_4	3012	-	1	309	37	273	1.1123	0.0941938006005932	2.22044604925031e-16
STRG.636.3_ORF_5	3012	+	1	412	636	225	1.0654	-0.130405873000899	2.22044604925031e-16
STRG.1241.1_ORF_1	602	+	1	76	501	426	0.6791	-0.0109543758024654	1.86208521711953e-08
STRG.1241.1_ORF_2	602	+	3	318	584	267	0.7933	0.0296321227366548	2.22044604925031e-16
STRG.1241.1_ORF_3	602	+	2	185	433	249	0.9842	0.395944200323719	2.22044604925031e-16
STRG.1241.1_ORF_4	602	-	2	226	2	225	0.997	0.023675997316985	2.22044604925031e-16
STRG.1241.1_ORF_5	602	-	3	429	253	177	1.06	-0.00326450031724161	2.22044604925031e-16
STRG.1244.1_ORF_1	1796	+	2	32	1150	1119	0.8051	0.299204800860292	2.22044604925031e-16
STRG.1244.1_ORF_2	1796	-	2	1081	722	360	0.8483	0.176903889622467	2.22044604925031e-16
STRG.1244.1_ORF_3	1796	-	1	1157	948	210	1.0431	-0.0338592558509057	2.22044604925031e-16
STRG.1244.1_ORF_4	1796	+	1	742	894	153	0.757	-0.111762476516254	2.22044604925031e-16
STRG.1244.1_ORF_5	1796	-	1	290	144	147	1.0946	0.00123435638409911	2.22044604925031e-16
STRG.1265.1_ORF_1	1011	+	2	551	817	267	0.8348	0.220987838055865	2.22044604925031e-16
STRG.1265.1_ORF_2	1011	+	3	600	824	225	0.7615	0.0899751642960936	2.22044604925031e-16
STRG.1265.1_ORF_3	1011	-	2	308	162	147	0.5845	-0.247153832643705	2.22044604925031e-16
STRG.1265.1_ORF_4	1011	-	3	934	812	123	0.5661	-0.18092887217763	2.22044604925031e-16
STRG.1265.1_ORF_5	1011	-	1	885	778	108	0.7151	0.00648302773328443	2.22044604925031e-16
STRG.1268.2_ORF_1	565	+	1	67	525	459	1.1172	0.659443173405428	0.0297189973603289
STRG.1268.2_ORF_2	565	-	3	188	6	183	1.2468	0.286252676925768	2.22044604925031e-16
STRG.1268.2_ORF_3	565	+	2	170	286	117	1.2446	0.186330564697782	2.22044604925031e-16
STRG.1268.2_ORF_4	565	+	2	308	415	108	1.0709	-0.0217991740483995	2.22044604925031e-16
STRG.1268.2_ORF_5	565	+	2	425	517	93	0.9942	0.164486816005876	2.22044604925031e-16
STRG.1270.1_ORF_1	722	+	2	56	691	636	0.7695	0.133469745636195	0.0514231325153002
STRG.1270.1_ORF_2	722	-	2	610	503	108	0.9167	-0.262746060721177	2.22044604925031e-16
STRG.1270.1_ORF_3	722	-	2	397	296	102	0.7066	-0.352629039573245	2.22044604925031e-16
STRG.1270.1_ORF_4	722	+	3	69	152	84	0.8623	-0.243175875196284	2.22044604925031e-16
STRG.1271.2_ORF_1	419	+	3	75	359	285	1.0937	0.401800014745389	1.68337323023596e-05
STRG.1271.2_ORF_2	419	-	3	405	259	147	0.7431	0.0428364982667984	2.22044604925031e-16
STRG.1271.2_ORF_3	419	-	2	256	137	120	0.7771	-0.116159464108887	2.22044604925031e-16
STRG.1271.2_ORF_4	419	+	2	2	118	117	0.6928	-0.177426181964404	2.22044604925031e-16
STRG.1271.2_ORF_5	419	-	3	207	115	93	0.9356	0.147949786619026	2.22044604925031e-16
STRG.1305.2_ORF_1	1819	+	2	170	1471	1302	0.8963	0.325786486019603	2.22044604925031e-16
STRG.1305.2_ORF_2	1819	-	2	351	115	237	0.8919	-0.137498694566219	2.22044604925031e-16
STRG.1305.2_ORF_3	1819	-	2	1233	1033	201	0.6627	0.0810755476013808	2.22044604925031e-16
STRG.1305.2_ORF_4	1819	-	2	957	769	189	0.552	0.151603996345516	2.22044604925031e-16
STRG.1305.2_ORF_5	1819	-	1	1036	869	168	1.0425	-0.0302976419187596	2.22044604925031e-16
STRG.1310.3_ORF_1	3293	+	2	2	3070	3069	0.9656	0.330437827035951	0.999992441117766
STRG.1310.3_ORF_2	3293	-	2	2638	2267	372	0.9824	0.0327787754604502	2.22044604925031e-16
STRG.1310.3_ORF_3	3293	-	1	1412	1146	267	0.6412	0.00926269902945638	2.22044604925031e-16
STRG.1310.3_ORF_4	3293	+	3	1503	1724	222	1.277	-0.0341695768640094	2.22044604925031e-16
STRG.1310.3_ORF_5	3293	-	1	830	615	216	0.9417	0.110979649401322	2.22044604925031e-16
STRG.1310.4_ORF_1	3242	+	2	2	3019	3018	1.0254	0.330392103282745	0.999986520720727
STRG.1310.4_ORF_2	3242	-	3	876	421	456	0.8338	0.124082815225457	2.22044604925031e-16
STRG.1310.4_ORF_3	3242	-	2	2587	2216	372	0.9824	0.0327787754604502	2.22044604925031e-16
STRG.1310.4_ORF_4	3242	-	1	1361	1095	267	0.6412	0.00926269902945638	2.22044604925031e-16
STRG.1310.4_ORF_5	3242	+	3	1452	1673	222	1.277	-0.0341695768640094	2.22044604925031e-16
STRG.1310.5_ORF_1	2790	+	2	2	2611	2610	0.9914	0.316706467585461	0.999989572973516
STRG.1310.5_ORF_2	2790	-	2	1412	1146	267	0.6412	0.00926269902945638	2.22044604925031e-16
STRG.1310.5_ORF_3	2790	+	3	1503	1724	222	1.277	-0.0341695768640094	2.22044604925031e-16
STRG.1310.5_ORF_4	2790	-	2	830	615	216	0.9417	0.110979649401322	2.22044604925031e-16
STRG.1310.5_ORF_5	2790	-	1	2526	2317	210	1.1869	-0.158182995647742	2.22044604925031e-16
STRG.1355.3_ORF_1	649	+	2	131	532	402	0.9818	0.288988835804473	2.38684383989923e-11
STRG.1355.3_ORF_2	649	-	1	163	47	117	0.5291	-0.0797165661853635	2.22044604925031e-16
STRG.1355.3_ORF_3	649	-	2	78	1	78	0.6641	-0.278761073089346	2.22044604925031e-16
STRG.1355.2_ORF_1	2036	+	2	131	1150	1020	1.0822	0.327768210812618	2.22044604925031e-16
STRG.1355.2_ORF_2	2036	-	2	586	389	198	0.9443	-0.0550408215136569	2.22044604925031e-16
STRG.1355.2_ORF_3	2036	-	1	1103	909	195	1.2345	0.18715583102549	2.22044604925031e-16
STRG.1355.2_ORF_4	2036	+	3	1053	1235	183	0.4826	-0.137450148560107	2.22044604925031e-16
STRG.1355.2_ORF_5	2036	+	3	837	998	162	1.2192	0.192436564905841	2.22044604925031e-16
STRG.1358.1_ORF_1	294	+	2	23	247	225	1.2066	0.569219260609348	0.0852725307537911
STRG.1358.1_ORF_2	294	-	2	230	30	201	1.1244	0.00406791317830723	5.61390018605122e-05
STRG.1358.1_ORF_3	294	+	3	99	281	183	1.1791	0.329862828960006	5.28970857136671e-05
STRG.1364.1_ORF_1	258	+	1	1	204	204	0.6492	0.0704837534573969	0.00755696392181875
STRG.916.1_ORF_1	778	+	2	107	430	324	0.6098	0.0935910796401004	2.22044604925031e-16
STRG.916.1_ORF_2	778	-	3	320	156	165	0.682	0.00013595884637335	2.22044604925031e-16
STRG.916.1_ORF_3	778	+	1	73	174	102	1.0217	0.0755033184463693	2.22044604925031e-16
STRG.916.1_ORF_4	778	+	1	418	519	102	0.575	-0.0953161282908382	2.22044604925031e-16
STRG.916.1_ORF_5	778	+	3	384	464	81	0.5232	-0.188124608182451	2.22044604925031e-16
STRG.916.2_ORF_1	762	+	1	184	414	231	0.3701	0.0726036398488136	2.22044604925031e-16
STRG.916.2_ORF_2	762	-	3	304	170	135	0.483	0.00275899939279934	2.22044604925031e-16
STRG.916.2_ORF_3	762	+	3	402	503	102	0.575	-0.0953161282908382	2.22044604925031e-16
STRG.916.2_ORF_4	762	+	1	73	159	87	0.7911	0.0819240573129865	2.22044604925031e-16
STRG.916.2_ORF_5	762	+	2	368	448	81	0.5232	-0.188124608182451	2.22044604925031e-16
STRG.920.2_ORF_1	532	+	2	59	469	411	0.9476	0.38845826132155	0.000319884473615056
STRG.920.2_ORF_2	532	+	3	198	338	141	0.919	0.0864705662423218	2.22044604925031e-16
STRG.880.6_ORF_1	3219	+	3	474	2621	2148	0.9725	0.334887528304346	2.22044604925031e-16
STRG.880.6_ORF_2	3219	-	1	1383	1120	264	1.0408	0.197172944090273	2.22044604925031e-16
STRG.880.6_ORF_3	3219	+	1	511	735	225	0.9126	-0.0243232732969209	2.22044604925031e-16
STRG.880.6_ORF_4	3219	-	1	2571	2362	210	0.8015	0.113891341424282	2.22044604925031e-16
STRG.880.6_ORF_5	3219	+	1	946	1143	198	1.1172	-0.0323233657082938	2.22044604925031e-16
STRG.1137.1_ORF_1	2009	+	2	65	1885	1821	0.9656	0.364013088609635	0.730826378597349
STRG.1137.1_ORF_2	2009	-	2	901	593	309	0.8087	0.0147806438958816	2.22044604925031e-16
STRG.1137.1_ORF_3	2009	-	1	992	711	282	0.872	0.0465252196316264	2.22044604925031e-16
STRG.1137.1_ORF_4	2009	+	3	687	953	267	1.0246	0.0345322858249598	2.22044604925031e-16
STRG.1137.1_ORF_5	2009	+	3	1758	1967	210	0.7025	0.0269387857208088	2.22044604925031e-16
STRG.1158.1_ORF_1	1417	+	3	33	1370	1338	0.9732	0.369722820157979	0.999807980258389
STRG.1158.1_ORF_2	1417	+	1	415	591	177	1.0257	0.130939328179453	2.22044604925031e-16
STRG.1158.1_ORF_3	1417	-	1	280	116	165	0.7948	-0.252144999837314	2.22044604925031e-16
STRG.1158.1_ORF_4	1417	-	1	1135	986	150	0.7964	0.00794271427745794	2.22044604925031e-16
STRG.1158.1_ORF_5	1417	-	2	978	856	123	0.7499	-0.0565950903500007	2.22044604925031e-16
STRG.904.1_ORF_1	1177	+	3	51	875	825	0.6085	0.135778388510995	2.22044604925031e-16
STRG.904.1_ORF_2	1177	+	1	307	576	270	0.889	-0.0885427167665717	2.22044604925031e-16
STRG.904.1_ORF_3	1177	+	2	95	298	204	0.7238	0.0666038081081912	2.22044604925031e-16
STRG.904.1_ORF_4	1177	-	2	204	34	171	1.0037	0.0217631835884806	2.22044604925031e-16
STRG.904.1_ORF_5	1177	-	1	736	626	111	0.9876	-0.303070650846585	2.22044604925031e-16
STRG.906.4_ORF_1	1225	+	3	48	893	846	1.028	0.288915636466722	2.22044604925031e-16
STRG.906.4_ORF_2	1225	-	1	781	569	213	0.6683	-0.16851764676067	2.22044604925031e-16
STRG.906.4_ORF_3	1225	-	2	216	43	174	0.8325	-0.000168928904099543	2.22044604925031e-16
STRG.906.4_ORF_4	1225	-	3	1025	864	162	0.4488	0.0808556452529861	2.22044604925031e-16
STRG.906.4_ORF_5	1225	-	3	707	558	150	0.7326	-0.150230174352243	2.22044604925031e-16
STRG.899.1_ORF_1	1168	+	1	118	1113	996	0.6165	0.157717417124054	0.000115129223127088
STRG.899.1_ORF_2	1168	+	2	665	931	267	1.0824	0.132019788237077	2.22044604925031e-16
STRG.899.1_ORF_3	1168	-	1	517	365	153	0.8464	0.239529153499116	2.22044604925031e-16
STRG.899.1_ORF_4	1168	+	2	344	472	129	0.9816	-0.0561566404409285	2.22044604925031e-16
STRG.899.1_ORF_5	1168	+	2	944	1072	129	0.6245	-0.0319919722058619	2.22044604925031e-16
STRG.1202.2_ORF_1	545	+	2	38	355	318	1.0012	0.501914785319542	4.72551189449959e-10
STRG.1202.2_ORF_2	545	+	3	306	536	231	0.5174	-0.16255389907393	2.22044604925031e-16
STRG.1202.2_ORF_3	545	-	3	198	31	168	1.135	-0.0606075040453772	2.22044604925031e-16
STRG.1202.2_ORF_4	545	-	2	376	230	147	1.0874	-0.154830138551174	2.22044604925031e-16
STRG.1202.2_ORF_5	545	+	1	388	489	102	0.7053	-0.214131838161191	2.22044604925031e-16
STRG.1224.5_ORF_1	1989	+	3	129	1685	1557	1.012	0.316516039155112	2.22044604925031e-16
STRG.1224.5_ORF_2	1989	+	1	199	459	261	0.9244	-0.0479737252017888	2.22044604925031e-16
STRG.1224.5_ORF_3	1989	-	2	1547	1311	237	0.6929	-0.074065338793946	2.22044604925031e-16
STRG.1224.5_ORF_4	1989	+	1	1510	1713	204	1.0065	0.116490711466341	2.22044604925031e-16
STRG.1224.5_ORF_5	1989	-	2	257	75	183	0.4856	-0.0769073230745851	2.22044604925031e-16
STRG.1476.2_ORF_1	722	+	1	55	315	261	1.0968	0.265916870445214	2.22044604925031e-16
STRG.1476.2_ORF_2	722	-	3	675	544	132	0.8399	0.0838634394834675	2.22044604925031e-16
STRG.1476.2_ORF_3	722	-	3	249	145	105	1.079	-0.263316088606516	2.22044604925031e-16
STRG.1476.2_ORF_4	722	+	2	575	667	93	0.812	-0.149934995330561	2.22044604925031e-16
STRG.1476.2_ORF_5	722	-	1	461	375	87	0.7028	-0.41835315033933	2.22044604925031e-16
STRG.1485.2_ORF_1	1896	+	3	159	1847	1689	1.0021	0.38382255681592	0.0563191051350648
STRG.1485.2_ORF_2	1896	-	2	1625	1329	297	0.9687	0.0261958414043775	2.22044604925031e-16
STRG.1485.2_ORF_3	1896	-	2	608	360	249	0.8064	-0.0841184701863678	2.22044604925031e-16
STRG.1485.2_ORF_4	1896	-	1	756	544	213	0.9445	-0.00177002499319294	2.22044604925031e-16
STRG.1485.2_ORF_5	1896	+	1	13	162	150	0.3534	-0.318945509283211	2.22044604925031e-16
STRG.1499.1_ORF_1	246	-	2	155	15	141	1.0316	0.263865850716566	3.58521406371158e-05
STRG.1504.4_ORF_1	6622	+	1	163	6174	6012	1.1565	0.440306145953765	0.812597228342412
STRG.1504.4_ORF_2	6622	-	2	3990	3517	474	1.2243	-0.0801753708623334	2.22044604925031e-16
STRG.1504.4_ORF_3	6622	+	2	5591	5872	282	1.1696	-0.12680278802153	2.22044604925031e-16
STRG.1504.4_ORF_4	6622	+	2	1487	1765	279	0.9784	0.0622475306217552	2.22044604925031e-16
STRG.1504.4_ORF_5	6622	-	2	942	682	261	0.7718	0.0928157888668377	2.22044604925031e-16
STRG.1445.3_ORF_1	3843	+	3	117	3470	3354	0.9872	0.399738469962728	4.17606326765415e-08
STRG.1445.3_ORF_2	3843	+	2	1391	1702	312	1.0897	-0.253609146527804	2.22044604925031e-16
STRG.1445.3_ORF_3	3843	-	1	1224	970	255	1.2018	0.0925035893164139	2.22044604925031e-16
STRG.1445.3_ORF_4	3843	-	3	2365	2126	240	1.1033	0.0496783444842283	2.22044604925031e-16
STRG.1445.3_ORF_5	3843	-	2	3125	2889	237	0.8855	-0.00623481804585714	2.22044604925031e-16
STRG.1392.1_ORF_1	1367	+	2	71	1252	1182	0.8274	0.314288254885436	0.000867068697466981
STRG.1392.1_ORF_2	1367	-	3	1014	763	252	0.9887	0.154811801237419	2.22044604925031e-16
STRG.1392.1_ORF_3	1367	-	1	1205	1029	177	1.0937	-0.335228037369623	2.22044604925031e-16
STRG.1392.1_ORF_4	1367	-	1	623	468	156	0.9596	0.00467438137384466	2.22044604925031e-16
STRG.1392.1_ORF_5	1367	-	3	525	409	117	0.6605	-0.134830151193925	2.22044604925031e-16
STRG.1708.2_ORF_1	1226	+	3	72	1148	1077	1.1391	0.460237989212498	0.0721583467204422
STRG.1708.2_ORF_2	1226	-	1	803	333	471	0.8729	-0.0841824420244966	2.22044604925031e-16
STRG.1708.2_ORF_3	1226	-	3	1218	781	438	1.1112	0.24106192686649	2.22044604925031e-16
STRG.1708.2_ORF_4	1226	+	1	625	909	285	1.2035	0.0362422673401146	2.22044604925031e-16
STRG.1708.2_ORF_5	1226	-	1	1112	957	156	1.2107	-0.0250637548408829	2.22044604925031e-16
STRG.1726.3_ORF_1	2320	+	1	1	2001	2001	1.2344	0.443568345368045	5.12970295706571e-06
STRG.1726.3_ORF_2	2320	+	2	296	922	627	1.3114	0.0929764644748996	2.22044604925031e-16
STRG.1726.3_ORF_3	2320	-	1	808	359	450	1.2773	0.111972376512902	2.22044604925031e-16
STRG.1726.3_ORF_4	2320	-	2	1644	1459	186	1.1176	-0.0437057766373916	2.22044604925031e-16
STRG.1726.3_ORF_5	2320	+	2	77	253	177	1.1439	0.0468905060049157	2.22044604925031e-16
STRG.1726.5_ORF_1	2906	+	2	203	2587	2385	1.1584	0.40618344020553	2.22044604925031e-16
STRG.1726.5_ORF_2	2906	+	3	873	1508	636	1.3114	0.104479718837291	2.22044604925031e-16
STRG.1726.5_ORF_3	2906	-	1	1394	945	450	1.2773	0.111972376512902	2.22044604925031e-16
STRG.1726.5_ORF_4	2906	+	3	366	626	261	1.0914	-0.0476738682818849	2.22044604925031e-16
STRG.1726.5_ORF_5	2906	-	2	2230	2045	186	1.1176	-0.0437057766373916	2.22044604925031e-16
STRG.1726.2_ORF_1	3855	+	3	72	3536	3465	1.2246	0.368710509671025	0.0339609822492078
STRG.1726.2_ORF_2	3855	+	1	1822	2457	636	1.3114	0.104479718837291	2.22044604925031e-16
STRG.1726.2_ORF_3	3855	-	1	2343	1894	450	1.2773	0.111972376512902	2.22044604925031e-16
STRG.1726.2_ORF_4	3855	+	1	277	675	399	1.0536	-0.0454525480036313	2.22044604925031e-16
STRG.1726.2_ORF_5	3855	+	1	1315	1575	261	1.0914	-0.0476738682818849	2.22044604925031e-16
STRG.1775.1_ORF_1	431	+	2	248	379	132	0.7593	-0.0207046854869676	2.22044604925031e-16
STRG.1775.1_ORF_2	431	-	2	145	35	111	0.8315	-0.102144465601833	2.22044604925031e-16
STRG.1775.1_ORF_3	431	-	2	430	326	105	1.0097	0.0149641850217368	2.22044604925031e-16
STRG.1775.1_ORF_4	431	+	1	295	375	81	1.1221	0.231674815546328	2.22044604925031e-16
STRG.1775.1_ORF_5	431	-	1	233	156	78	0.4818	-0.484572848120014	2.22044604925031e-16
STRG.1535.2_ORF_1	667	+	2	47	532	486	0.993	0.323752493558785	3.13498305582467e-07
STRG.1535.2_ORF_2	667	+	3	444	662	219	0.5978	-0.19826593740889	2.22044604925031e-16
STRG.1535.2_ORF_3	667	+	3	126	260	135	0.9026	0.0331347047574295	2.22044604925031e-16
STRG.1535.2_ORF_4	667	-	1	565	467	99	0.8072	-0.324993572190586	2.22044604925031e-16
STRG.1535.2_ORF_5	667	+	3	285	371	87	0.8928	-0.190939749054055	2.22044604925031e-16
STRG.1571.1_ORF_1	1682	+	3	174	1418	1245	1.1434	0.452024829353947	2.22044604925031e-16
STRG.1571.1_ORF_2	1682	-	3	1389	1105	285	1.1002	0.0487261440100424	2.22044604925031e-16
STRG.1571.1_ORF_3	1682	+	1	886	1110	225	1.218	-0.0213170246915175	2.22044604925031e-16
STRG.1571.1_ORF_4	1682	+	1	1144	1353	210	1.1127	-0.0668714600479478	2.22044604925031e-16
STRG.1571.1_ORF_5	1682	-	3	210	1	210	0.7693	0.0348897997312197	2.22044604925031e-16
STRG.1835.2_ORF_1	589	+	2	20	508	489	0.8087	0.282799937930981	0.00465763237234141
STRG.1835.2_ORF_2	589	-	1	415	2	414	0.8047	-0.0471027664698114	1.57210640934821e-08
STRG.1835.2_ORF_3	589	-	2	420	58	363	0.8851	-0.238718295310515	4.073032420457e-12
STRG.1835.2_ORF_4	589	+	3	444	584	141	0.7264	-0.253449380658913	2.22044604925031e-16
STRG.1841.1_ORF_1	531	+	1	58	471	414	1.1286	0.457701456493457	0.00105942475497661
STRG.1841.1_ORF_2	531	-	3	451	305	147	0.9884	0.0909922666981309	2.22044604925031e-16
STRG.1841.1_ORF_3	531	-	1	438	301	138	1.0027	-0.1535239951252	2.22044604925031e-16
STRG.1841.1_ORF_4	531	+	2	356	481	126	1.1424	0.165277040593439	2.22044604925031e-16
STRG.1841.1_ORF_5	531	-	2	197	78	120	1.2934	0.0134467944534785	2.22044604925031e-16
STRG.1670.5_ORF_1	1250	+	3	30	1061	1032	1.0178	0.37103629171049	4.0458185503919e-06
STRG.1670.5_ORF_2	1250	+	1	157	381	225	1.2628	-0.028479042500655	2.22044604925031e-16
STRG.1670.5_ORF_3	1250	+	1	406	624	219	1.1288	0.2250033455332	2.22044604925031e-16
STRG.1670.5_ORF_4	1250	-	1	179	3	177	1.121	-0.263633912470307	2.22044604925031e-16
STRG.1670.5_ORF_5	1250	-	1	683	540	144	1.2234	-0.152405560898982	2.22044604925031e-16
STRG.1994.1_ORF_1	1395	+	1	16	1248	1233	0.4819	0.191990771950057	0.00845358348163192
STRG.1994.1_ORF_2	1395	+	3	1188	1382	195	0.4588	-0.398378555123992	2.22044604925031e-16
STRG.1994.1_ORF_3	1395	-	1	888	712	177	0.6217	-0.244407943580732	2.22044604925031e-16
STRG.1994.1_ORF_4	1395	-	2	233	90	144	0.9828	-0.0784986880630044	2.22044604925031e-16
STRG.1994.1_ORF_5	1395	+	2	605	745	141	0.7171	0.0271890775084425	2.22044604925031e-16
STRG.2014.2_ORF_1	1139	+	2	11	901	891	1.0021	0.298548246586507	9.97976126217282e-09
STRG.2014.2_ORF_2	1139	+	3	705	821	117	1.179	-0.18504765046681	2.22044604925031e-16
STRG.2014.2_ORF_3	1139	+	3	231	341	111	1.0915	-0.00446338559843145	2.22044604925031e-16
STRG.2014.2_ORF_4	1139	-	2	418	314	105	0.8468	-0.00661753110961685	2.22044604925031e-16
STRG.2014.2_ORF_5	1139	-	2	604	509	96	1.0136	-0.203108322992652	2.22044604925031e-16
STRG.2027.4_ORF_1	2374	+	3	33	2198	2166	0.9981	0.318656274525899	0.924691552118258
STRG.2027.4_ORF_2	2374	+	1	1225	1605	381	1.2046	0.0627265612927616	2.22044604925031e-16
STRG.2027.4_ORF_3	2374	-	3	1151	975	177	0.9685	-0.194349758758731	2.22044604925031e-16
STRG.2027.4_ORF_4	2374	+	1	2218	2364	147	0.8602	-0.313102969532932	2.22044604925031e-16
STRG.2027.4_ORF_5	2374	-	2	1422	1279	144	1.1583	0.23409210030618	2.22044604925031e-16
STRG.2042.1_ORF_1	2332	+	2	200	2140	1941	1.0834	0.54137317729549	5.70725283857922e-10
STRG.2042.1_ORF_2	2332	-	1	2146	1349	798	1.2128	-0.152311087373653	2.22044604925031e-16
STRG.2042.1_ORF_3	2332	-	3	1859	1509	351	1.172	0.16789481107198	2.22044604925031e-16
STRG.2042.1_ORF_4	2332	-	3	2192	2058	135	0.854	0.0927871679581743	2.22044604925031e-16
STRG.2042.1_ORF_5	2332	+	3	723	851	129	1.2825	0.0024748154954931	2.22044604925031e-16
